sample0,sample1,sample2,sample3,sample4
C=C(C)OC[C@](C)([NH3+])c1cc(C#N)n(C)c1C,CCCc1ccccc1N1CCN(CN2[C@@H](C)C[C@H]3CCCC[C@@H]32)CC1,CCc1nc([C@@H]2CCN(c3ccc(F)cc3C)C2)no1,Cc1noc(C[C@@H]([C@@H]2CCOC3(CCSCC3)C2)[NH+]2CC[C@H](O)C2)n1,Cc1noc(C)c1CN(C)C(=O)NNC(=O)Nc1cc(Cl)c(Cl)cc1-c1cccs1
Cc1cc(N(C(=O)C2CCN(C(=CC#N)c3ccccc3)CC2)[C@@H]2CCN(C(=O)OC(C)(C)C)C2)no1,Cn1c(Cl)cnc1CCCNC(=O)SCc1cc(=O)oc2cc3c(cc12)CCC3,Cc1cnc(Cl)nc1CN1CC(=O)CC1=O,C[C@H]1CCCC[C@H]1c1nnc([S-])n1Nc1cccc(CS(C)(=O)=O)c1,Cc1cccc(F)c1OCCSCCCC(=O)[O-]
Cc1[nH+]n(C)c(C(F)F)c1CNc1ccc(=O)n(-c2cccc(-c3ccc(F)cc3)c2)n1,CCNC(=O)[C@@H](CNC(=O)c1ccccc1C)C(=O)OC,CCS[C@H]1CCCCN(C(=O)[C@@H]2CCCO2)C1,CS(=O)(=O)N1C[C@@H](Cn2cc[nH+]c2-c2cccc3cn[nH]c23)[C@@H](c2ccnc(Cl)c2)C1,C[C@@H]1CC(N(Cc2ncn(C)n2)c2ccccn2)C[C@H](C)C1
CN[C@H](c1ccc(OC)c(Cl)c1)[C@H](C)[NH+]1CCC(C(C)C)CC1,COc1cc(C(=O)OCC(=O)[O-])ccc1NC(=O)c1c(C)n[nH]c1C,O=C([O-])c1cc2ccccc2[nH]c1=O,COC[NH+](C)n1ncc2c3ccccc3n(-c3ccccc3NC(=O)C3CCCCC3)c2c1=O,COc1ccccc1NC(=O)c1ccc(NC(=O)C[C@H]2Sc3nc(C(=O)Nc4ccccc4)nn3C2=O)cc1
CS[C@@H]1C[C@@H]1[C@H]1N(Sc2ccc(C)cc2)C(=O)[C@H]2[C@H](C(=O)NCc3oc(Br)cc3C)[C@@H]3C=C[C@@]21O3,O=[N+]([O-])c1cc(CC2N=NN=N2)nn1-c1ccccc1,CCC(=O)N1CCC(O[C@]2(C)C[NH+]=C(N)N2c2cccc(Br)c2)CC1,Cc1ccc(S(=O)(=O)/N=C(\[O-])CCCn2nc3ccccc3n2)cc1C,CC(C)c1ccc(C(=O)NNC(=O)[C@@H](C)OC(=O)Cc2ccc(F)cc2)cc1
CCc1nc2cc(NC(=O)CO/N=C(/N)Cc3cccnc3)ccc2o1,[NH3+]Cc1ccc(-c2ccc(S(=O)(=O)[O-])o2)cc1,CCS[C@@H](CC)C(=O)NC(=O)Nc1ccc(C)c[nH+]1,CCc1[nH]c(OCc2ccc3nsnc3c2)c(C)[nH+]1,C[C@H]1OCC[C@@H]1C(=O)Sc1c(F)cccc1F
CCNC(=O)[C@@]1(CC)[NH2+][C@@H](C(=O)[C@H]2C=C(C(C)(C)C)N=N2)[C@H]2C(=O)N(c3ccc(F)cc3)C(=O)[C@@H]21,CC(C)C[C@@H](C)NC(=O)c1cccc(OCCN2CCCOC2=O)c1,CONc1cn[nH]c1NC(=O)c1sc(NCc2cccc(OC)c2)nc1C,CC[C@@H](C)O[C@H](C)C(=O)N1CC[C@H]([C@H]2CC[NH2+][C@@H]2C)C1,COc1ccc(C(=O)CCCO)cc1-c1nc2cc(C)nn2c2ccccc12
Cn1c(S(=O)(=O)c2ccc(Cc3cc4ccccc4o3)o2)cc(=O)n(C)c1=O,C[C@H]1C[C@H](NC2(C)Cc3ccccc3C2)C(=O)O1,CC(C)COn1ccnc(NCc2oc3ccccc3c2NCCSC2=NS(=O)(=O)c3ccccc32)c1=O,Cc1ccc(CN(C)C(=O)CCS(=O)(=O)[NH+]2CCCC2)c(C)c1,CCOc1cc(Cc2nc(-c3ccccc3)no2)c2ccccc2[nH+]1
CC[C@H](C#N)CNC(=O)C=Cc1ccc(C)o1,CN(c1ncc(Cl)cn1)N1CCC2(CCCCC2)C1,CCCCNC(=O)C(=O)NNC(=S)[S-],Cc1cc([C@@H]([NH3+])Cc2ccsc2)no1,COc1c2ccc(C(=O)N3C[C@@H]([C@H]4CC[NH2+]C4)[C@H](C)C3)cc2nn1C
CC(=O)N(C[C@@H](O)C(C)(C)C)N1CCC[C@@H](O)C1,Cc1ccc(-c2nc(-c3cccc(NCN4CC[C@@H](c5ccon5)[C@@H](C)C4)c3)sc2C)cc1C,CC1(C)CCCC[C@@H]1Nc1ccc2nnc(-c3ccc(F)c(Oc4ccc(F)c(F)c4)c3)n2n1,CC(=O)Nc1ccc(NC(=O)N[C@H]2Cc3cc(F)ccc3O2)cc1,Cc1ccc(OCN2CCN(C#N)C[C@H]2Nc2cccc(O)c2)c(C)c1
O=C1CN(CC2OCCCO2)CC(=O)N1,CN(C(=O)N1CCc2ccc(Cl)cc21)[C@](C)(CO)c1[nH]c2ccc(Cl)cc2c1[C@H]1CCCC[NH2+]1,COc1cccc(Cc2ccccc2-n2cccn2)c1OC,Cc1csc(NC(=O)Cc2c(Cl)cc(Cl)cc2Cl)n1,CC(=O)Nc1ccccc1OCC(=O)c1ncc(Cl)c(Cl)c1Cl
CC(C)[C@@H](CNC(=O)[C@H]1CCCN1C(=O)Cc1cccc(Br)c1)n1cncn1,CCc1ccccc1CNc1cc(C(=O)Cn2c(C)ccc2C)cc(C)c1C,C[NH2+][C@H](C)C1(C(=O)Nc2cccc(C)c2C)CCOCC1,CC[NH+]1CCC(c2nc(N)cc(N3CCC[C@H]([N+](=O)[O-])C3)n2)CC1,CC(=O)c1ccccc1Oc1nnc(Nc2ccccc2Nc2ccc(C)cc2)nc1[O-]
NC(=O)CNC(=O)c1ccc([C@H](O)Cc2ccc(F)cc2)cc1,CC[C@@H](C)[C@@H](NC(=O)[C@@H]1CCCO1)C(=O)N1CCN(CCS(C)(=O)=O)CC1,CCNc1ccc(C(=O)N2CCN([C@@H](C)[NH2+]CC(C)(C)O)CC2)cc1,O=S(=O)(c1cscn1)N1CCN(N2C[C@@H](O)[C@@H](O)C2)CC1,CNc1cc(S(=O)(=O)N2CCN(C(=O)Cc3cccc(OC)c3)CC2)cc(Cl)n1
C[C@@H]1Oc2ccccc2C=C1c1noc(N)c1-n1cnnn1,CC1(C)O[C@@H](NCc2ccccc2)[C@@H](Nc2cccc(Cl)c2C(N)=O)O1,Cc1[nH]ncc1NC(=O)CNCc1cccc2cc(-c3ccccc3F)oc12,CCCc1ncc(Cc2ccc(Br)cc2N)s1,C[C@H](CN1CCCC1=O)[NH2+][C@H](Cn1cnc2ccccc2c1=O)c1ccc(Oc2cccc(Cl)c2)cc1
CC[n+]1c([C@H](CNC(=O)c2ccncc2)CN2CCOCC2)csc1-c1ccc(F)cc1,C/C(=C\C(=O)Nc1ccc(C(=O)NC(C)C)cn1)c1ccccc1F,CC(=O)N1CCO[C@H](CNC(=O)CON2C(=O)[C@H]3CCCC[C@H]3C2=O)C1,Cc1cccc(NC(=O)c2cc[nH]n2)c1C#N,Cc1ccc(C(=O)OCn2c(=O)n(C)c3ccccc32)o1
CCCOc1c(Br)cc([C@@H]2Nc3ccccc3C(=O)N2c2ccc(Br)cc2)cc1OC,C[C@H]1CC(CNC(=O)Cc2ccc(C(=O)N/N=C\c3coc4ccc(Cl)cc4c3=O)cc2)=NO1,CC[C@H]1CCCC[NH+]1C[C@@H](C#N)C(C)C,O=CNc1nc2c(s1)Cc1ccccc1-2,CNC(=O)CC[S@+]([O-])C1=Cc2ccccc2CC1
CCCNC(=O)c1cnc2c(C)cccn2c1=O,COc1nccc(NO/N=C(/N)Cn2cncn2)c1OC,C[C@@H](C(=O)NCC(F)(F)F)[S@+]([O-])COc1cnc2c(c1)c(=O)[nH]c(=O)n2C,CC(C)(C)NC(=O)N1CCN(c2ccn[nH]2)CC1,COc1cc(Cl)c(CCC(=O)NC(=O)Cc2cc(C)[nH]c2C)c(OCc2nc3ccccc3c(=O)[nH]2)c1
COc1ccc(N2CCC[NH+](CNCC#N)CC2)cn1,N#Cc1c(N2CCOCC2)sc2c1CCC2,CSc1ccc2c(c1)CCN2C(=O)Nc1ccc(Br)cc1,Cc1cc(C)c2oc(-c3ccc(C)o3)nc2c1,COC1CCC(O)(C[C@@H]2CCCC[NH2+]2)CC1
CCn1c([NH+]2CCC[C@H]2C)cnc1[C@@H]1CCC[C@H]1C(N)=O,CN1CCN([C@@H]2C(C(N)=O)=C(N)Oc3nc([O-])[nH]c(=O)c32)CC1,O=C(Cn1ncc2c(Cl)cccc21)OCc1cc[nH]n1,CC(C)N1CC[C@@H](C(=O)N(Cc2ccc(-n3ccnc3)cc2)C(=O)c2cnccn2)C1=O,Cc1ccn(C)c(=O)c1N[C@H]1CCCN(C(=O)CNC(=O)c2ccccc2)C1
CC(=O)NC[C@@H](O[C@@H]1CC=CCC1)c1ccccn1,Cc1cc(F)cc([C@@H]2Nc3ccc(OC[C@@H](O)Cn4cccn4)cc3[C@@H]3C=CC[C@@H]32)c1,COc1ccccc1NC(=O)Cn1c(N2C[C@H](C)Oc3ccc(C)cc32)cnc1C,O=C(C[S@+]([O-])Cc1ccc(Br)cc1)c1cc(-n2cnnn2)c[nH]1,Cn1cc(NC(=O)CN2C(=O)COc3ccccc32)c(-c2cccs2)n1
O=C(Nc1cccc(Cc2ccccc2)c1)Oc1ccc(C(=O)[O-])cc1,Cc1ccc(C(=O)N2CCN(C(=O)NC(C)(C)C3=N/C(=C\c4ccco4)C(=O)O3)CC2)cc1C,CC[C@H](C)OC(=O)[C@@H](O)c1cc2ccccc2o1,COc1ccccc1CNc1nc(Sc2cccc(C(=O)c3ccccc3)c2)n[nH]1,Cc1cccc(C)c1NC(=O)C[NH2+]c1ccccc1N[C@H]1CCN(S(C)(=O)=O)C1
COCO[C@H](C)C(=O)N[C@H]1CC[NH2+]C1,COC[C@H](CCC#N)C(=O)[O-],CCn1nc(C)c2c(S(=O)(=O)c3cccc(CCC(=O)N(C)C4CCCCC4)c3)cc(-c3ccncc3)nc21,CCOc1ccccc1C(=O)Nc1nn(Cc2cc[nH]n2)cc1Br,CCCCN(Cc1ccc(Cl)cc1)C(=O)C1CCN(c2ccncc2C)CC1
O=C(COc1ccc(C(F)(F)F)cc1)NC(=O)c1cnn(-c2ccccc2)c1NC(=O)c1ccncc1,CC(C)Oc1ccc(CC(=O)NC[C@](C)(O)Cc2ccccc2)cc1,Cc1ccc2nc(C[NH+]3CCc4ccccc4C3)cn2c1,CC[C@]1(C)N=C(SCNC(=O)N2CCC[C@@H]2C#N)C(c2ccc(C)cc2)=N1,COc1ccc(CNC(=O)N2CCN3C(=O)N(c4nnc(C)s4)C[C@H]3C2)cc1
Cc1ncccc1CN1CCN(C[C@H](C#N)CCC#N)CC1,O=C(c1ccc2cc[nH]c2c1)[C@@H]1CCCN(S(=O)(=O)c2ccccc2)C1,O=C(C[C@@H](O)c1ccc(O)cc1)c1ccc(F)c([N+](=O)[O-])c1,Cc1ccc(C=CCC(=O)NCCc2ccco2)cc1,CCOC(=O)c1c(C)nsc1CN[C@H]1CC[C@H](C2OCC(C)(C)CO2)C1
O=C1CC[C@@]2(C(=O)Nc3ccc(-c4nc5ccc(Cl)cn5n4)cc3)Sc3ccccc3N12,CC(=O)c1ccc(NC(=O)N2CCc3c(sc(N)c3C#N)C2)cc1,CC(C)c1cccc2cc(-n3ccnc3)c(Cl)nc12,CC(C)CNc1ncc(-c2ccccc2)c(N2CCC[C@@H]2C)n1,COc1ccc(NC(=O)Cc2[nH]nc3c2[C@@H](c2ccc(-c4nsc5ccccc45)cc2)C=C(N)O3)cc1F
Cc1cc(NS(=O)(=O)c2ccc(Nc3cccc(Br)c3)cc2)nn1C,CS(=O)(=O)N1CCC(C(=O)NCCOc2ccc(N3CCCC3)c(F)c2)CC1,Cc1ccc([C@H]2CSCCN2C(=O)c2ccc(C(=O)C3CCCCC3)cc2)o1,C[C@@H](NS(=O)(=O)c1ccc(C(C)(C)C)cc1)C(=O)OS(=O)(=O)C(F)F,NC(=O)N1CCN(CC2CCC(c3ccc(Cl)cc3I)CC2)CC1
NC(=O)c1ccc(COCc2ccc(C(=O)c3cccc4ccccc34)cc2)nn1,Cn1cccc1C[C@@H]1CCN(C(=O)NC[C@H]2Cc3ccccc3O2)C1,C/[NH+]=C(\NCNc1ccc(CC(C)C)cc1)NC(=O)N1CC[C@@H](C(C)(C)C)C1,CCOc1ccc(F)c(C(=O)NCn2nc(-c3cccc(C)c3)n(C#N)c2=S)c1F,CC1=CC(C)=N[C@@H]1CNC(=O)C1(c2ccco2)CC1
COc1ccc(S(=O)(=O)[C@H](N)C(C)(C)[C@@H]2Cc3ccccc3O2)cc1,CC[S@@+]([O-])C(=O)NNC(=O)C1=CCCC1,COc1ccc(N2CCCS2(=O)=O)c(O)c1,O=C(c1cscn1)C1CCN(Cc2ccc(-c3ccc(F)cc3)nc2[O-])CC1,Cc1cc(=O)c(CN2CCN(C(=O)CCc3ccc(C)c(C)c3)[C@H]3CS(=O)(=O)C[C@H]32)c[nH]1
C[C@@H]1CN(C(=O)C2CCCCC2)C[C@]1(C)O,CC/[NH+]=C(/NCC[C@H]1CC[NH+](CO)C1)NCc1ccncc1,Cc1ccccc1C(=O)/N=C(\Nc1cccc(CC2CCCCC2)c1)N[NH+](OC(C)(C)C)c1ccccc1,O=C(NCc1ccc(Br)cc1)C1=NN=C(c2cccnc2Cl)C1,Cc1cc(C)cc(NC[C@@H]2OC(=O)c3ccccc32)c1
COc1cc(CC(OC)OC)c([NH+]2CCC[C@@H](C#N)CC2)cc1Cl,CCOc1ccc(NC(=O)c2cc(C)nc3c2nc2n3CCCCC2)cc1CC,O=C(Nc1ccccc1C(F)(F)F)C1CCN(Nc2cccc3ccccc23)CC1,C[C@@H]1CN(CC#CCOCc2cccc(NC(=O)C[NH2+]C3CC3)c2)CCO1,COC(=O)CCCc1ccc(NC(=O)Cc2csc(OC)n2)cc1
COc1cc(C)c(C(=O)N(C)[C@@H](C)[NH+]2C[C@H](C)C[C@@H](C)C2)cc1[C@H]1CCSC1,C[C@H]1CN(Cc2ccc(C(C)(C)N3CCOC[C@@H]3C)cc2)C2(CCCC2)C[NH2+]1,COc1ccc(C(=O)NC2CC[NH+](CC=O)CC2)cc1,COc1ccc([C@H](O)[C@H](C)C(=O)Nc2cc(C(=O)Cc3ccccc3)ccc2C)cc1,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1
CCC(=O)N1CCN(CCc2cc(=O)n3nc(C4CCCC4)sc3n2)CC1,Cc1cc(C[NH2+]c2ccc(-c3ccc(Cl)cc3)c(Cl)c2)n(C)n1,COc1ccccc1N1CCCN(C(=O)c2nccn2Cn2cnc3ccccc3c2=O)CC1,O=[N+]([O-])c1cnc(-c2cccs2)nc1CC[NH+]1CCC[C@H]1c1cccc2nsnc12,CCN(C)[C@@H]1CN(Cc2cccc(C(=O)c3cc(C)cc(C)c3)c2)CCO1
C[C@@](CO)(NNC(=O)Oc1ccc(F)cc1)[N+](=O)[O-],CCCc1n[nH]c2c([O-])nc(NC(=O)c3ccc(S(=O)(=O)C4CC4)cc3Cl)nc12,C=CCC[C@H](C)Nc1nc2cc(OC(=O)c3ccc(C)c(Cl)c3)ccc2[nH]1,Cc1ccc(C=C2SC(=S)N(CC(=O)NC(=O)CC(=O)NC3=c4ccccc4=[NH+][C@@H]3C)C2=O)o1,Cc1oc(Oc2ccccc2)nc1C#CCC(=O)NNC(=O)CC(=O)N/N=C1\C(=O)N(C=O)c2ccccc21
O=C(CCO[C@@H]1C[C@@H]1c1ccccc1)c1c[nH]c2ccccc12,CCc1[nH]c2ccc(N3CCN(CC(=O)Nc4ccccc4F)CC3)cc2c1C,Cc1cc(O)nc(NC(=O)C2CC[NH+](Cc3ccc(C)c(C)c3)CC2)n1,Cn1cnnc1OCCCc1ccoc1,Cc1cc(Cl)ncc1C(=O)NC[C@H](C)[NH+](C)[C@]1(C)CCS(=O)(=O)C1
Cn1ccc2cc(NC(=O)Nc3ccc(-c4cccnc4)n3N)ccc21,CONC(=O)NC(Cc1ccc(C)c(C)c1)c1ccccc1,CC1(C)[C@H](C=CCC(=O)Nc2ccc(Oc3ccccc3)cc2)[C@@H]1NC(=O)c1cccs1,CCc1cc(C(=O)[C@H]([NH3+])C(CC)CC)sc1C,CCN(CC)c1cc([C@H]2CCOC(C)(C)C2)ccn1
Cc1cccc(C)c1S[C@@H]1c2ccccc2C(=O)N1Cc1c[nH]cn1,Cc1ccc2c(c1)CCCN2C(=O)C=CO[C@H]1C=C(C(C)C)N=N1,CC(C)(C)[NH2+]C1CCC(C(=O)Nc2ccc(C(=O)NC(=O)CCl)cc2)CC1,CSc1ccc(C(=O)N[C@H]2CC[NH+](C)C[C@@H]2C)cc1,Cc1cccc(N2CCN(c3nc(N)nc(Nc4ccccc4[C@@H]4CCCO4)n3)CC2)c1
CC[C@@H]1CCC[NH+](Cc2c(C(=O)Nc3ccccc3)cnn2-c2nc3cc(C)c(C)cc3s2)C1,COc1ccc([C@H](O)CNC(=O)CSc2ccc3ccccc3n2)cc1,NNC(=O)c1ccc(C(=O)Nc2cccc(O)c2)cc1,CC(C)[NH+](C)CN1C(=O)/C(=C/[C@@H]2CCCO2)SC1=S,COc1ccc(N[C@H](C)[NH2+]Cc2nc(C)cs2)cc1Oc1ccc(OCc2cccc(F)c2)nc1
CC(C)S(=O)(=O)CN[C@H]1CS[C@H](C)C1,O=C(c1ccc2c(c1)n(C1(c3ccc(Cl)cc3)CCOCC1)c(=O)n2N1CCc2[nH]ncc2C1)c1ccccn1,Cc1nnc2ccc(NC(=O)N[C@H](C)c3cnc(CNC4CCC(C)CC4)s3)nn12,CSCCCNc1nc2c(c(=O)n(C)c(=O)n2C)n1-c1oc2c(Cl)cccc2c1C,CC(C)(C)[NH2+]CC[C@@H]1CC[C@@]([NH3+])(CC(=O)C2CCC2)C1
NC(=O)C[NH+]1CCC[C@H]2CCC[C@@H]21,Cc1nnc(CN2CC3(CCC2=O)CCN(C(=O)C[NH+]2CCC[C@@H]2C)CC3)n1CC(C)C,Cc1cccc(CNc2cc(N[C@H]3C[C@@H]3C)ccc2F)c1,O=C1S/C(=C\c2ccsc2)C(=O)N1C[S@@+]([O-])Cc1ccc(S(=O)(=O)C(F)(F)F)cc1,CCCn1cc[nH+]c1CC(=O)N1CCO[C@H]2CCCC[C@@H]21
CN(C)C(=O)CS(=O)(=O)CN1C(=O)S/C(=C\c2ccccc2)C1=O,COC(=O)Nc1cc2ccccc2cc1NC(=O)C(C)C,CCc1nn(C#N)c(C[C@@H]2CCC(C)(C)[C@H]2O)c1Br,COC(=O)[C@H](CC(C)C)N[NH2+][C@H]1CC[C@H](C)c2ccccc21,CCOc1ccccc1S(=O)(=O)N1CC[C@@H](N2CCn3c(nc4ccccc43)C2)C1
CNc1cncc(NC[C@H](C)Oc2ccc(Nc3ccc(C(C)C)cc3)cc2)n1,C[C@@H](C#N)CNC(=O)OC[C@@H]1CCCC[C@H]1c1cccs1,COC(=O)[C@@](C)(Cc1cccs1)[NH+](C)CCc1cccc2ccc(C)nc12,CNc1ccc(C(F)(F)F)cc1[C@@H]1CCC[NH2+]1,CC[C@@H](C)[NH2+]Cc1ccc(C)c(Oc2cccc3ccccc23)c1
COCCn1c(C)cc(C=NONC(=O)CN2CC[NH+](C3CC3)CC2)c1C,CC(C)CN1C(=O)C([O-])=C(C(=O)NC(C)(C)C)[C@H]1C(=O)Nc1ccccc1,C[C@@H]1Cc2nc(C(C)(C)C)n(-c3ccc(C(=O)[O-])cc3)c(=O)c2S1,CC1(C)C(=O)Nc2ccccc2N1CCc1ccc(C=C2SC(=S)N([NH2+]Cc3ccc(C4CCCCC4)o3)C2=O)cc1,Cc1cc(F)cc(-n2c(C3CC3)nc3cc(N)ccc32)c1
CC[C@H](C)NCC1CCC(NC(=O)Cc2c(C)noc2C)CC1,CC(C)CCC[C@@H](C)N1CC[C@H]([C@H](C[NH3+])c2ccccc2)C1,CCC(=O)NCCCC[N+](C)(C)c1cn(C)nc1C,CC(C)[C@@H](C)NC(=O)Nc1cccc(C(C)(C)C)c1,O=C1CN(C(=S)NC[C@@H]2Cc3ccccc32)[C@@H]2CCCC[C@H]2N1
O=C(c1cc2c(s1)-c1ccccc1OC2)N(Cc1nc2cccc(Cl)c2s1)c1ccccc1,CCCCC(=O)N(C[C@@H]1Cc2cccc(-c3c(O)cccc3O)c2O1)C(F)(F)F,Cc1cc(C)c([S@@+]([O-])NC(=O)[C@@H]2COc3ccccc3O2)c(C)c1,CCCC(=O)NC[C@@H]1CCOc2ccc(-c3cnn(C)c3)cc21,CCc1ccccc1OCC(=O)Nc1ccc(C)nc1
CC(C)NC(=O)[C@@H](Nc1cccc(Cc2cc3ccccc3[nH]c2=O)c1)C1CC1,CNC(=O)N(CC1=Cc2ccccc2OC1)c1cccc(C(C)(C)C)c1,Cc1cc(Cl)ccc1NC(=O)[C@H](C)N1CC[NH+](CC[C@@H]2CCCC[NH+]2C)CC1,O=C(NNC(=O)c1coc(Br)c1)NC1CC1,CCOCCCCNC(=O)C[C@@]12CC[C@@H](CC1=O)C2(C)C
Cc1ccc(CNC(=O)[C@@H](C)OC(=O)Cc2c[nH]c3ccc(F)cc23)cc1,CCC(=O)c1ccc(N2CC=C(n3cccc3)CC2)cc1,CC(C)Cc1n[nH]c(=S)n1N1CCC[NH+](CC(=O)N2CCOCC2)CC1,Cc1ccc(-c2cc(C(=O)NC(=O)CN(C)[C@@H](C)c3ccccc3)ccn2)cc1,O=C(Nc1ccnn1C(=O)[C@@H]1CCCc2sccc21)c1ccc2ccccc2c1
CS(=O)(=O)N1CC(CN2CCOCC23CCCC3)C1,Cc1cc([NH2+]Nc2cccc3c2C[NH+](C(C)C)C3)cc(C)c1[S@+](C)[O-],CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1c1cncc(F)c1,CCCCSCC(=O)c1coc2c(C)c(C)ccc12,COC[C@@H](OC)C(=O)/C=C\n1cnc(N2CCN(c3ccccc3)CC2)cc1=O
C[C@H]([NH2+]CC[NH+]1CCC(C)(C)C1)[NH+](C)C,C[C@@H]1CCCN1OCC#N,CNCNc1cccc(S(=O)(=O)CC(=O)Nc2cc(C)c(Cl)cc2NC)c1,CCOC(=O)c1cc(N[C@H]2CCCC2(C)C)n(-n2cccn2)n1,COC(=O)Cc1ccccc1[C@@H]1[C@H](O)CC[C@@]2(C)[C@H](C(=O)N(c3c(C)cccc3C)C(F)(F)F)CC[C@]12C
COC(=O)c1ccc(F)c(Cl)c1,CCn1c(C[NH+]2CCC[C@H]2[NH2+]C)nnc1C1CCCC1,CC(=O)NCCCOc1cccc(C(C)=O)c1C,O=C(N1CCC(S(=O)(=O)c2cccc(F)c2)CC1)n1cncn1,CC[n+]1c(NC)sc([C@@]2(S(=O)(=O)CCC(C)(C)C)CCC[C@H](C)C2)c1C
Cc1nc(CNC(=O)CC(C)C)c[nH]1,CSc1ncnc(N2CC[NH+](C[C@@H]3Cc4ccccc4O3)CC2)c1N,CC[C@@H]1C[NH+]2CCC[C@@H]2CN1c1cccc(C(=O)c2ccccc2)n1,O=C(Cc1noc2ccccc12)c1ccc(Br)cc1,O=C(OCc1cnc2ccccn12)C(F)(F)F
Cc1ccc(Oc2cc(Cl)c(C)cc2N[C@H](C)N2CCO[C@H](C)C2)cc1F,CCN1C(=O)/C(=C/c2ccc(OC)c(Cl)c2)NC1=S,C[C@]1(C[NH2+]CCc2ccc(O)c(Br)c2)CCS(=O)(=O)C1,Cc1nc(Cc2cc(Br)c3c(c2)OCO3)sc1C,CCN(CCCOC(=O)NC1CC1)c1cccc(N2CCN(C(=O)c3ccccn3)CC2)c1
CC(C)(C)NC(=O)c1cc(C2CCN(c3nc[nH]n3)CC2)n(C(=O)CC2CC2)n1,C[C@@H](CN[C@H]([C@@H]1CC[C@](Nc2ccccn2)(C(F)(F)F)C1)[C@@H]1CCCO1)N(C)C,CC[C@@H](C)/C=C(/C[NH3+])C(C)C,CN(C(=O)N1CCC[C@H](CC[C@@H]2CC=CCC2)C1)c1ccccc1,CCC[NH2+][C@H](C(=O)C1([C@H]2CCOC2)CCCC1)C1CC1
O=CCc1oc2ccccc2c1CC(=O)NC(=O)CNc1cccc(Br)c1,CC(C)N(C)C(=O)N1CCC[C@@H](C(=O)[C@H]([NH3+])Cc2ccccc2)CC1,CC1(C)C[NH+](C(=O)Nc2nnc(N)s2)CC[S@@+]1[O-],CCCC(=O)Sc1nnc(N2CC[C@@H]([NH3+])C2)s1,Cc1ccc(-c2ccc(S(=O)(=O)CCCC(=O)Nc3cc(C)ccc3C)o2)c(C)c1
COCCN1CC[NH+](CC[C@@H](c2ccccc2)N2CCOCC2)CC1,O=C(NCc1cscn1)c1ccc([NH+]2CCc3ccccc3C2)cc1,CN(Cc1ccc([N+](=O)[O-])cc1)[C@H]1OCC[C@H]1C(=O)Cc1nccs1,Cc1nn(CO[C@H]2CCCc3ccccc32)c(C)c1C(=O)Nc1ccccc1-c1ccccc1,C[C@@H]1CCN(CCOC(=O)N[C@H]2CC[NH+](C)[C@@H]2c2ccccc2Br)[C@H](C)C1
COC(=O)N1CCOC12CCN([NH2+]Cc1cc(C)sc1Oc1ccc(Br)cn1)CC2,C[C@H]1CC[C@@H]([C@@H](O)COC[C@@H]2CCOC2)C[C@@H]1C,C[C@H](NCc1ccc(Sc2cccnc2)cc1Cl)c1ccc2ccccc2c1,CCc1nn(C)c(NCN(C)[C@@H]2CCC[NH+](C)C2)c1C[C@H](C)C#N,CN(CNC(=O)c1ccncc1)CC(=O)[NH+]1CCC(O)CC1
CCN(Cc1ccc(Cl)cc1)C(=O)c1nnn(-c2ccc(F)cc2)c1-c1cc(OC)ccn1,Cc1cn2c(=O)cc(CNC(=O)C3=c4ccccc4=[NH+]C3)nc2s1,Cc1cc(C(=O)N2CCN(c3ccccc3SCNC(=O)c3cccnc3)CC2)no1,CC[C@@H](NC(=O)c1ccc(C2C(C)(C)C2(C)C)cc1)C(=O)C(=O)[O-],COC(=O)CNC(=O)[C@@H](C)Oc1ccc(F)cc1F
Cn1nc(C[C@H]2C[C@@H]2C(=O)NNC(=O)c2ccccc2F)ccc1=O,CCC(=O)Oc1nnc(NC(=O)N[C@H]2C[C@@](C)([C@@H]3Cc4ccccc4O3)C2(C)C)s1,COc1ccc(CN(C)C[S@+]([O-])[C@@H](C)OC(=O)O)cn1,CCc1nc(NC(=O)[C@@H]2CSCN2C(=O)c2ccc(-c3ccc(C)cc3)cc2)n[nH]1,CSCC(=O)C(=O)NNC(=O)c1ccc(N2CCCC2)nc1
COC1CC[NH+](Nc2ccc(C(=O)SC)cc2N)CC1,COc1ccc(C(=O)N(C)CN2C(=O)/C(=C/C=C/c3ccc(F)c(F)c3)SC2=S)cc1,CC1(C)[C@@H](N/C([O-])=C\C(=O)N(Cc2c[nH]c(=O)[nH]c2=O)c2ccccc2)[C@@H]2CCO[C@@H]21,N#Cc1ncnc(NCCOCC(F)(F)F)c1N,COCCCN(Cc1cc2cc(C)c(C)cc2[nH]c1=O)C(C)=O
CNC(=O)c1ccc(NC(=O)[C@@]2(OC(F)F)CCC[C@H](C)C2)cc1,CCc1cccc(CNC2(CCCCO)CCC(C)CC2)c1,CN1C(=O)C[C@H](C[NH+]2C[C@H](O)C[C@H]2Oc2ccc(C#N)c(Cl)c2)[C@H]1c1ccccc1,CCC(C)(C)[NH2+][C@@H](C#N)C[C@@H]1CCCN(c2cccc([N+](=O)[O-])c2)C1,CCCN(Cc1ccc(F)cc1F)C(=O)NC1C[NH2+]C1
